organization,linkedin,position,startDate,endDate,status,department,seniority,person_id
allgorite,,Managing Partner,2013-02,2019-09,INACTIVE,Business Development,Management,59
AzerTelecom,https://www.linkedin.com/company/azertelecom,CEO,2010-08,2013-02,INACTIVE,Other,Management,59
AzerTelecom,https://www.linkedin.com/company/azertelecom,COO,2009-12,2010-07,INACTIVE,Other,Management,59
Airbites,,Chief Commercial Officer,2006-11,2009-09,INACTIVE,Sales,Management,59
"Cinetrade AG, Teleclub AG",,Head of Strategy and New Businesses,2005-04,2006-11,INACTIVE,Business Development,Lead,59
Swisscom,https://www.linkedin.com/company/swisscom,"Deputy Head of Group Business Development, Senior Business Development Manager",2003-02,2005-04,INACTIVE,Business Development,Lead,59
Swisscom,https://www.linkedin.com/company/swisscom,Senior Strategy Manager,2002-05,2003-02,INACTIVE,Consulting,Senior,59
Cablecom,https://www.linkedin.com/company/upc-schweiz-gmbh,Head of Strategy and Business Development,2001-01,2002-04,INACTIVE,Business Development,Lead,59
Cablecom,https://www.linkedin.com/company/upc-schweiz-gmbh,Manager Business Development,1998-11,2000-12,INACTIVE,Business Development,Professional,59
Infocity NRW,,Manager Multimedia,1996-01,1998-10,INACTIVE,Marketing,Professional,59
"Ministry of Science and Technology of Baden-Württemberg, Constance, Germany",,Scientific Officer,1993-03,1995-12,INACTIVE,Other,Professional,59
moodley,https://www.linkedin.com/company/moodley,Strategic Design Director,2021-09,,ACTIVE,Marketing,Director,60
PwC,https://www.linkedin.com/company/pwc,Senior Manager Experience Consulting for Industry and Healthcare,2020-02,2021-08,INACTIVE,Consulting,Senior,60
IXDS (Now part of PwC),https://www.linkedin.com/company/ixds,Design Director Industry and Healthcare,2017-02,2020-01,INACTIVE,Other,Director,60
IXDS (Now part of PwC),https://www.linkedin.com/company/ixds,Director Industrial Design,2015-11,2017-01,INACTIVE,Other,Director,60
Fachhochschule Oberösterreich,,Guest Lecturer,2016,2020,INACTIVE,Consulting,Professional,60
FLEX/design,https://www.linkedin.com/company/flex-design-bv,Creative Director,2008-01,2015-09,INACTIVE,Marketing,Director,60
FLEX/design,https://www.linkedin.com/company/flex-design-bv,Senior Industrial Designer und Project Manager,2004-01,2007-12,INACTIVE,Project Management,Senior,60
FLEX/design,https://www.linkedin.com/company/flex-design-bv,Industrial Designer,2001-04,2003-12,INACTIVE,Other,Professional,60
"working for Neumeister Design/Munich, Unit Design/Frankfurt, 90Grad Design/Stuttgart etc.",,Freelance Industrial Designer,1999,2001,INACTIVE,Other,Professional,60
FC Bayern München,https://www.linkedin.com/company/fcbayern,Museumspädagoge,2024-10,,ACTIVE,Other,Professional,61
Vulkankultour GmbH,,Geschäftsführer,2005-06,,ACTIVE,Other,Management,61
Nextwo Co.,https://www.linkedin.com/company/nextwo.ae,Technical Team Lead,2024-02,,ACTIVE,Information Technology,Lead,62
Nextwo Co.,https://www.linkedin.com/company/nextwo.ae,Senior Software Developer,2023-02,2024-02,INACTIVE,Information Technology,Senior,62
ArabiaCell,https://www.linkedin.com/company/arabiacell-llc,Technical Team Lead,2019-12,2023-02,INACTIVE,Information Technology,Lead,62
Accela,https://www.linkedin.com/company/accela-inc-,Technical Consultant,2018-08,2019-12,INACTIVE,Consulting,Professional,62
ArabiaCell,https://www.linkedin.com/company/arabiacell-llc,Senior Software Developer,2015-12,2018-08,INACTIVE,Information Technology,Senior,62
Principle For Advanced Communication Technology,https://www.linkedin.com/company/principle-for-advanced-communication-technology,Java Developer,2015-04,2015-10,INACTIVE,Information Technology,Professional,62
Future Applied Computer Technology - FACT,https://www.linkedin.com/company/factjor,Intermediate java developer,2014-09,2015-04,INACTIVE,Information Technology,Professional,62
Virtecha,https://www.linkedin.com/company/virtecha,Developer,2012-03,2014-08,INACTIVE,Information Technology,Professional,62
Final Solution,,Java Developer Trainee,2011-11,2012-02,INACTIVE,Information Technology,Junior,62
WIDMER Skippers,https://www.linkedin.com/company/widmerskippers,Managing Director,2017,,ACTIVE,Other,Management,63
Augustin Entsorgung Holding GnbH,,Gesellschafter,1993-01,,ACTIVE,Other,Management,64
VTA Verfahrenstechnische Anlagen GmbH & Co. KG,https://www.linkedin.com/company/vta-process,Maschinenbautechniker,2008-09,,ACTIVE,Other,Professional,65
R+W Automatisierung,,Ausbildung Technischer Zeichner,2005-09,2008-07,INACTIVE,Other,Junior,65
Henkel,https://www.linkedin.com/company/henkel,Technical Customer Service Manager - Flexible Packaging,2021-01,,ACTIVE,Customer Support,Lead,66
Henkel,https://www.linkedin.com/company/henkel,Technical Customer Service - Tapes & Labels,2010-01,2020-12,INACTIVE,Customer Support,Professional,66
Henkel,https://www.linkedin.com/company/henkel,Product Development,2005-06,2009-12,INACTIVE,Other,Professional,66
Selecty,https://www.linkedin.com/company/selecty-hr,Java Software Engineer,2023-01,,ACTIVE,Information Technology,Professional,67
Rosgosstrakh Insurance Company (Public Joint Stock Company),https://www.linkedin.com/company/rosgosstrakh,Java Software Developer,2020-01,2023-01,INACTIVE,Information Technology,Professional,67
Fieldspace Property Group,https://www.linkedin.com/company/fieldspace-property-group,New Business Manager,2024-06,,ACTIVE,Business Development,Lead,68
Fieldspace Property Group,https://www.linkedin.com/company/fieldspace-property-group,Leasing Liaison,2020-10,2024-06,INACTIVE,Other,Professional,68
Fieldspace Property Group,https://www.linkedin.com/company/fieldspace-property-group,Manager: The Orchard Serviced Office Suites,2017-11,2021-06,INACTIVE,Administrative,Lead,68
Scatterlings Conference and Events,https://www.linkedin.com/company/scatterlings-conference-and-events,Event Coordinator: Speaker and Abstract Manager,2015-07,2017-10,INACTIVE,Marketing,Lead,68
Knowledge to Action South Africa,,Events Executive (and Client Services),2013-01,2015-03,INACTIVE,Marketing,Professional,68
Edusport Travel,https://www.linkedin.com/company/edusport-travel,Project Assistant and Junior Consultant,2012-07,2012-09,INACTIVE,Consulting,Junior,68
Re_Personnel (Re_Hospitality),,Event Hostess,2011-11,2012-04,INACTIVE,Marketing,Junior,68
Raquette Lake Girls Camp,,Specialised International Camp Counsellor (gymnastics),2011-06,2011-08,INACTIVE,Other,Professional,68
Atlassian,https://www.linkedin.com/company/atlassian,Strategic Engagement Manager,2023-06,,ACTIVE,Business Development,Lead,69
HubSpot,https://www.linkedin.com/company/hubspot,Principal Inbound Consultant,2022-03,2023-06,INACTIVE,Consulting,Senior,69
HubSpot,https://www.linkedin.com/company/hubspot,Senior Inbound Consultant,2020-11,2022-02,INACTIVE,Consulting,Senior,69
HubSpot,https://www.linkedin.com/company/hubspot,Inbound Consultant,2019-06,2020-11,INACTIVE,Consulting,Professional,69
HubSpot,https://www.linkedin.com/company/hubspot,"Onboarding Specialist, Level 2",2017-08,2019-06,INACTIVE,Human Resources,Professional,69
Google,https://www.linkedin.com/company/google,"Technical Service Consultant for Google Ads, Analytics & Tag Manager",2015-11,2017-04,INACTIVE,Marketing,Professional,69
ZDF,https://www.linkedin.com/company/zdf,"Intern at the editorial office of the news programme ""Mittagsmagazin""",2015-10,2015-11,INACTIVE,Marketing,Junior,69
SWR,https://www.linkedin.com/company/swr,Öffentlichkeitsarbeit/PR,2014-03,2015-11,INACTIVE,Marketing,Professional,69
Ketchum Pleon GmbH,https://www.linkedin.com/company/ketchumger,Brand Marketing Intern,2014-08,2014-11,INACTIVE,Marketing,Junior,69
EDAG Engineering GmbH,,Projektleiter,,,UNKNOWN,Project Management,Lead,70
EDAG Engineering GmbH,,Projektmanager,1987,,ACTIVE,Project Management,Professional,70
Innovationsberatung Klaus Michael Ganter,,Innovationsberater,,,UNKNOWN,Consulting,Professional,71
Austria Wirtschaftsservice,https://www.linkedin.com/company/austria-wirtschaftsservice,Head of aws Preseed and Seedfinancing - Innovative Solutions,2023-05,,ACTIVE,Other,Lead,72
Austria Wirtschaftsservice,https://www.linkedin.com/company/austria-wirtschaftsservice,Head of Verified Social Enterprise - Label,2022-08,2024-02,INACTIVE,Other,Lead,72
Austria Wirtschaftsservice,https://www.linkedin.com/company/austria-wirtschaftsservice,Projektmanager Preseed | Seedfinancing - Innovative Solutions,2022-07,2023-05,INACTIVE,Project Management,Professional,72
Austria Wirtschaftsservice,https://www.linkedin.com/company/austria-wirtschaftsservice,BBO und Investitionsprämie,2021-09,2022-07,INACTIVE,Other,Professional,72
Vitamin Well AB,https://www.linkedin.com/company/vitamin-well,Brand Ambassador,2019-09,,ACTIVE,Marketing,Professional,72
Kühne OG,,Employee,2014-06,2021-09,INACTIVE,Other,Professional,72
Sölle GmbH,,Zweigstellen Koordinator,2016-11,2017-05,INACTIVE,Administrative,Lead,72
Österreichisches Rotes Kreuz,https://www.linkedin.com/company/oesterreichisches-rotes-kreuz,Zivildienst,2016-01,2016-09,INACTIVE,Other,Junior,72
Sölle GmbH,,Zweigstellen Koordinator,2015-11,2016-02,INACTIVE,Administrative,Lead,72
Murata Vios,,Director of Product Management,2022-01,,ACTIVE,Project Management,Director,73
Idea Evolver,https://www.linkedin.com/company/idea-evolver,Sr. Product Manager,2021-04,2021-12,INACTIVE,Project Management,Senior,73
Smiths Medical,https://www.linkedin.com/company/l-sm-icu,Senior Manager - Global Products and Product Line Engineering,2019-05,2020-12,INACTIVE,Information Technology,Senior,73
Smiths Medical,https://www.linkedin.com/company/l-sm-icu,Senior Global Product Manager,2012-01,2019-05,INACTIVE,Project Management,Senior,73
Galmaz Biotech,,Director of North American Operations,2009-09,2012-02,INACTIVE,Other,Director,73
LMA North America,https://www.linkedin.com/company/medline-kwright,Product Manager,2008-01,2009-09,INACTIVE,Project Management,Professional,73
Augustine Biomedical & Design,https://www.linkedin.com/company/augustine-biomedical-&-design,Director of Marketing,2004-12,2007-06,INACTIVE,Marketing,Director,73
Children's Wisconsin,https://www.linkedin.com/company/childrenswi,Executive Director of Therapies and Developmental Services,2024-10,,ACTIVE,Other,Director,74
Children's Wisconsin,https://www.linkedin.com/company/childrenswi,Director of Therapy and Developmental Services,2020-03,2024-10,INACTIVE,Other,Director,74
Children's Wisconsin,https://www.linkedin.com/company/childrenswi,Speech-Language Pathologist,2004-08,2024-10,INACTIVE,Other,Professional,74
Children's Wisconsin,https://www.linkedin.com/company/childrenswi,Ambulatory Manager,2017-07,2020-03,INACTIVE,Other,Lead,74
7LYTIX,https://www.linkedin.com/company/7lytix,Technical Product Developer & Data Scientist,2020-07,2025-01,INACTIVE,Information Technology,Professional,75
Software Competence Center Hagenberg GmbH,https://www.linkedin.com/company/software-competence-center-hagenberg-gmbh,Junior Data Scientist,2019-08,2019-09,INACTIVE,Information Technology,Junior,75
Studio Mitte Digital Media GmbH,https://www.linkedin.com/company/studio-mitte-digital-media-gmbh,Junior Web Developer,2017-10,2018-09,INACTIVE,Information Technology,Junior,75
Web2Asia,https://www.linkedin.com/company/web2asia,IT Intern,2016-08,2016-11,INACTIVE,Information Technology,Junior,75
Axians NEO Solutions & Technology GmbH,,Projektmanager,2025-01,,ACTIVE,Project Management,Professional,76
Axians Digital Business Solutions GmbH,,Projektmanager,2019-07,2024-12,INACTIVE,Project Management,Professional,76
msg,https://www.linkedin.com/company/msggroup,Teamleiter CRM,2011-01,2019-06,INACTIVE,Sales,Lead,76
NEO Business Partners GmbH,https://www.linkedin.com/company/neo-business-partners-gmbh,"Projektmanagement, Senior Berater",2005-10,2010-12,INACTIVE,Consulting,Senior,76
INFO AG,https://www.linkedin.com/company/info-ag,Senior Berater,2004-11,2005-09,INACTIVE,Consulting,Senior,76
LogicaCMG Gmbh & Co. KG,https://www.linkedin.com/company/logicacmg-gmbh-&-co-kg,Berater,2000-05,2004-10,INACTIVE,Consulting,Professional,76
Interschalt,https://www.linkedin.com/company/interschalt,Vertriebsingenieur,1999-04,2000-04,INACTIVE,Sales,Professional,76
"Siemens Nixdorf Information Systems, Inc.",https://www.linkedin.com/company/siemens-nixdorf-information-systems-inc.,Trainee,1998-08,1999-03,INACTIVE,Other,Junior,76
Handwerkskammer Hamburg,https://www.linkedin.com/company/handwerkskammerhamburg,Wissenschaftlicher Mitarbeiter,1995-08,1998-07,INACTIVE,Other,Professional,76
Körber Technologies,https://www.linkedin.com/company/körber-technologies,Project Engineer Process Technology - Future Farming,2024-07,,ACTIVE,Information Technology,Professional,77
Körber Technologies,https://www.linkedin.com/company/körber-technologies,Project Engineer Process Technology - Technical Sales,2023-06,2024-06,INACTIVE,Sales,Professional,77
Körber Technologies,https://www.linkedin.com/company/körber-technologies,LEAN Manager and Change Moderator,2022-02,2023-06,INACTIVE,Project Management,Lead,77
Körber Technologies,https://www.linkedin.com/company/körber-technologies,Project Manager - Engineering - Customer Satisfaction Management,2018-10,2022-01,INACTIVE,Project Management,Professional,77
Körber Technologies,https://www.linkedin.com/company/körber-technologies,Project Engineer Process Technology - Technical Sales Primary,2013-06,2018-10,INACTIVE,Sales,Professional,77
SOR Eğitim Danışmanlık,https://www.linkedin.com/company/sor-eğitim-danışmanlık,Kurucu Ortak,2021-12,,ACTIVE,Other,Management,78
Serbest çalışan,,Danışmanlık,2017-01,,ACTIVE,Consulting,Professional,78
Ziylan Group,https://www.linkedin.com/company/ziylan,Perakende Grup Başkanı,2010-08,2016-10,INACTIVE,Other,Director,78
Divarese / Boyner Holding,,Genel Müdür,2006-01,2010-05,INACTIVE,Other,Director,78
Boyner Büyük Mağazacılık A.Ş.,https://www.linkedin.com/company/boyner,Genel Müdür Yardımcısı,2000-01,2006-12,INACTIVE,Other,Director,78
Alboy / Boyner Holding,,Satış Pazarlama Koordinatörü,1989-01,1999-12,INACTIVE,Marketing,Lead,78
Tiffany&Tomato,https://www.linkedin.com/company/tiffany&tomato,Genel Müdür,1974-01,1988-12,INACTIVE,Other,Director,78
Cranfield University School of Management,,Digital Marketing Manager,2008-06,,ACTIVE,Marketing,Professional,79
rightmove.co.uk,https://www.linkedin.com/company/rightmove,E-marketing Manager,2007-07,2008-05,INACTIVE,Marketing,Professional,79
SpaFinder,,Web Master,2006-05,2007-06,INACTIVE,Information Technology,Professional,79
Tickets.com,https://www.linkedin.com/company/tickets-com,Internet Services Manager,2001-01,2006-05,INACTIVE,Information Technology,Professional,79
Tickets.com,https://www.linkedin.com/company/tickets-com,Purchaser,2001-01,2002-09,INACTIVE,Purchasing,Professional,79
Wang Global (formerly Olsy / Olivetti),,Promotion - Project Co-ordinator,1998-09,2000-12,INACTIVE,Project Management,Lead,79
"Bureau Maaiveld, het breed inzetbare bureau voor ontwikkeling",,Eigenaar,2015-01,,ACTIVE,Other,Management,80
Theatergroep Maaistoff,,Theatermaker,2017-04,,ACTIVE,Other,Professional,80
Het Betere Goede Gesprek,https://www.linkedin.com/company/het-betere-goede-gesprek,Trainer/coach,2017-06,,ACTIVE,Project Management,Professional,80
Dubbel E Acteerservice B.V.: voor Echte Trainingsacteurs,https://www.linkedin.com/company/dubbel-e-acteerservice,Trainingsacteur en trainer,2019-01,,ACTIVE,Consulting,Professional,80
Ministerie van Justitie en Veiligheid - NIFP,https://www.linkedin.com/company/ministerie-van-justitie-en-veiligheid-,Co trainer/trainingsacteur,2006-08,,ACTIVE,Other,Professional,80
Theater A la Carte,,Acteur en theatermaker,2015-01,,ACTIVE,Other,Professional,80
Theater A la Carte,,Theatermaker en acteur,1997-01,2014-12,INACTIVE,Other,Professional,80
Hogeschool Utrecht,,Trainer/docent,2019-09,,ACTIVE,Human Resources,Professional,80
Diverse opdrachtgevers,,"Freelance acteur, regisseur en scriptschrijver",1995,,ACTIVE,Other,Professional,80
Succesvol tot én met Pensioen,https://www.linkedin.com/company/succesvol-tot-en-met-pensioen,Trainer,2022-01,2025-01,INACTIVE,Human Resources,Professional,80
NSPOH (Netherlands School of Public & Occupational Health),,Trainer en trainingsacteur,2016-10,2023-10,INACTIVE,Human Resources,Professional,80
Reframe advies en training,https://www.linkedin.com/company/reframe,Traingsacteur en trainer,2019-10,2022-08,INACTIVE,Other,Professional,80
FNV,https://www.linkedin.com/company/fnv-vakbond,Loopbaanconsulent,2016-09,2020-01,INACTIVE,Human Resources,Professional,80
BOL training en advies,https://www.linkedin.com/company/bol-training-&-advies,Trainer communicatieve vaardigeheden,2017-01,2018-02,INACTIVE,Consulting,Professional,80
Kindertheater A la Carte,,Theatermaker,1999,2015-07,INACTIVE,Other,Professional,80
Stadsavonturen,,Regisseur en scriptschrijver,1998,2000,INACTIVE,Other,Professional,80
Byldis,https://www.linkedin.com/company/byldis,Procurement Manager Strategische Inkoop,2024-02,,ACTIVE,Purchasing,Professional,81
Byldis,https://www.linkedin.com/company/byldis,Strategisch inkoper,2024-02,,ACTIVE,Purchasing,Professional,81
VAN RAAK STAAL,https://www.linkedin.com/company/van-raak-staal,Product-/ Inkoopmanager bij Van Raak Staal,2022-06,2024-02,INACTIVE,Purchasing,Lead,81
