organization,position,startDate,endDate,status,department,seniority,person_id,job_count,job_duration_years
Infocity NRW,Manager Multimedia,1996-01,1998-10,INACTIVE,Marketing,Professional,59,16,2.750684931506849
"Ministry of Science and Technology of Baden-Württemberg, Constance, Germany",Scientific Officer,1993-03,1995-12,INACTIVE,Other,Professional,59,16,2.7534246575342465
moodley,Strategic Design Director,2021-09,2025-12,ACTIVE,Marketing,Director,60,9,4.252054794520548
PwC,Senior Manager Experience Consulting for Industry and Healthcare,2020-02,2021-08,INACTIVE,Consulting,Senior,60,9,1.4986301369863013
IXDS (Now part of PwC),Design Director Industry and Healthcare,2017-02,2020-01,INACTIVE,Other,Director,60,9,2.915068493150685
IXDS (Now part of PwC),Director Industrial Design,2015-11,2017-01,INACTIVE,Other,Director,60,9,1.16986301369863
Fachhochschule Oberösterreich,Guest Lecturer,2016-01,2020-01,INACTIVE,Consulting,Professional,60,9,4.002739726027397
FLEX/design,Creative Director,2008-01,2015-09,INACTIVE,Marketing,Director,60,9,7.671232876712328
FLEX/design,Senior Industrial Designer und Project Manager,2004-01,2007-12,INACTIVE,Project Management,Senior,60,9,3.9178082191780823
FLEX/design,Industrial Designer,2001-04,2003-12,INACTIVE,Other,Professional,60,9,2.6684931506849314
"working for Neumeister Design/Munich, Unit Design/Frankfurt, 90Grad Design/Stuttgart etc.",Freelance Industrial Designer,1999-01,2001-01,INACTIVE,Other,Professional,60,9,2.0027397260273974
FC Bayern München,Museumspädagoge,2024-10,2025-12,ACTIVE,Other,Professional,61,2,1.167123287671233
Vulkankultour GmbH,Geschäftsführer,2005-06,2025-12,ACTIVE,Other,Management,61,2,20.515068493150686
Nextwo Co.,Technical Team Lead,2024-02,2025-12,ACTIVE,Information Technology,Lead,62,9,1.832876712328767
Nextwo Co.,Senior Software Developer,2023-02,2024-02,INACTIVE,Information Technology,Senior,62,9,1.0
ArabiaCell,Technical Team Lead,2019-12,2023-02,INACTIVE,Information Technology,Lead,62,9,3.1726027397260275
Accela,Technical Consultant,2018-08,2019-12,INACTIVE,Consulting,Professional,62,9,1.3342465753424657
ArabiaCell,Senior Software Developer,2015-12,2018-08,INACTIVE,Information Technology,Senior,62,9,2.6684931506849314
Principle For Advanced Communication Technology,Java Developer,2015-04,2015-10,INACTIVE,Information Technology,Professional,62,9,0.5013698630136987
Future Applied Computer Technology - FACT,Intermediate java developer,2014-09,2015-04,INACTIVE,Information Technology,Professional,62,9,0.5808219178082191
Virtecha,Developer,2012-03,2014-08,INACTIVE,Information Technology,Professional,62,9,2.419178082191781
Final Solution,Java Developer Trainee,2011-11,2012-02,INACTIVE,Information Technology,Junior,62,9,0.25205479452054796
WIDMER Skippers,Managing Director,2017-01,2025-12,ACTIVE,Other,Management,63,1,8.92054794520548
Augustin Entsorgung Holding GnbH,Gesellschafter,1993-01,2025-12,ACTIVE,Other,Management,64,1,32.93698630136986
VTA Verfahrenstechnische Anlagen GmbH & Co. KG,Maschinenbautechniker,2008-09,2025-12,ACTIVE,Other,Professional,65,2,17.26027397260274
R+W Automatisierung,Ausbildung Technischer Zeichner,2005-09,2008-07,INACTIVE,Other,Junior,65,2,2.8328767123287673
Henkel,Technical Customer Service Manager - Flexible Packaging,2021-01,2025-12,ACTIVE,Customer Support,Lead,66,3,4.917808219178082
Henkel,Technical Customer Service - Tapes & Labels,2010-01,2020-12,INACTIVE,Customer Support,Professional,66,3,10.923287671232877
Henkel,Product Development,2005-06,2009-12,INACTIVE,Other,Professional,66,3,4.504109589041096
Selecty,Java Software Engineer,2023-01,2025-12,ACTIVE,Information Technology,Professional,67,2,2.9178082191780823
Rosgosstrakh Insurance Company (Public Joint Stock Company),Java Software Developer,2020-01,2023-01,INACTIVE,Information Technology,Professional,67,2,3.0027397260273974
Fieldspace Property Group,New Business Manager,2024-06,2025-12,ACTIVE,Business Development,Lead,68,8,1.5013698630136987
Fieldspace Property Group,Leasing Liaison,2020-10,2024-06,INACTIVE,Other,Professional,68,8,3.6684931506849314
Fieldspace Property Group,Manager: The Orchard Serviced Office Suites,2017-11,2021-06,INACTIVE,Administrative,Lead,68,8,3.5835616438356164
Scatterlings Conference and Events,Event Coordinator: Speaker and Abstract Manager,2015-07,2017-10,INACTIVE,Marketing,Lead,68,8,2.254794520547945
Knowledge to Action South Africa,Events Executive (and Client Services),2013-01,2015-03,INACTIVE,Marketing,Professional,68,8,2.1616438356164385
Edusport Travel,Project Assistant and Junior Consultant,2012-07,2012-09,INACTIVE,Consulting,Junior,68,8,0.16986301369863013
Re_Personnel (Re_Hospitality),Event Hostess,2011-11,2012-04,INACTIVE,Marketing,Junior,68,8,0.41643835616438357
Raquette Lake Girls Camp,Specialised International Camp Counsellor (gymnastics),2011-06,2011-08,INACTIVE,Other,Professional,68,8,0.16712328767123288
Atlassian,Strategic Engagement Manager,2023-06,2025-12,ACTIVE,Business Development,Lead,69,9,2.504109589041096
HubSpot,Principal Inbound Consultant,2022-03,2023-06,INACTIVE,Consulting,Senior,69,9,1.252054794520548
HubSpot,Senior Inbound Consultant,2020-11,2022-02,INACTIVE,Consulting,Senior,69,9,1.252054794520548
HubSpot,Inbound Consultant,2019-06,2020-11,INACTIVE,Consulting,Professional,69,9,1.4219178082191781
HubSpot,"Onboarding Specialist, Level 2",2017-08,2019-06,INACTIVE,Human Resources,Professional,69,9,1.832876712328767
Google,"Technical Service Consultant for Google Ads, Analytics & Tag Manager",2015-11,2017-04,INACTIVE,Marketing,Professional,69,9,1.4164383561643836
ZDF,"Intern at the editorial office of the news programme ""Mittagsmagazin""",2015-10,2015-11,INACTIVE,Marketing,Junior,69,9,0.08493150684931507
SWR,Öffentlichkeitsarbeit/PR,2014-03,2015-11,INACTIVE,Marketing,Professional,69,9,1.6712328767123288
Ketchum Pleon GmbH,Brand Marketing Intern,2014-08,2014-11,INACTIVE,Marketing,Junior,69,9,0.25205479452054796
EDAG Engineering GmbH,Projektmanager,1987-01,2025-12,ACTIVE,Project Management,Professional,70,1,38.942465753424656
Innovationsberatung Klaus Michael Ganter,Innovationsberater,2023-01,2025-12,ACTIVE,Consulting,Professional,71,1,2.9178082191780823
Austria Wirtschaftsservice,Head of aws Preseed and Seedfinancing - Innovative Solutions,2023-05,2025-12,ACTIVE,Other,Lead,72,9,2.589041095890411
Austria Wirtschaftsservice,Head of Verified Social Enterprise - Label,2022-08,2024-02,INACTIVE,Other,Lead,72,9,1.5041095890410958
Austria Wirtschaftsservice,Projektmanager Preseed | Seedfinancing - Innovative Solutions,2022-07,2023-05,INACTIVE,Project Management,Professional,72,9,0.8328767123287671
Austria Wirtschaftsservice,BBO und Investitionsprämie,2021-09,2022-07,INACTIVE,Other,Professional,72,9,0.8301369863013699
Vitamin Well AB,Brand Ambassador,2019-09,2025-12,ACTIVE,Marketing,Professional,72,9,6.254794520547946
Kühne OG,Employee,2014-06,2021-09,INACTIVE,Other,Professional,72,9,7.257534246575342
Sölle GmbH,Zweigstellen Koordinator,2016-11,2017-05,INACTIVE,Administrative,Lead,72,9,0.4958904109589041
Österreichisches Rotes Kreuz,Zivildienst,2016-01,2016-09,INACTIVE,Other,Junior,72,9,0.6684931506849315
Sölle GmbH,Zweigstellen Koordinator,2015-11,2016-02,INACTIVE,Administrative,Lead,72,9,0.25205479452054796
Murata Vios,Director of Product Management,2022-01,2025-12,ACTIVE,Project Management,Director,73,7,3.9178082191780823
Idea Evolver,Sr. Product Manager,2021-04,2021-12,INACTIVE,Project Management,Senior,73,7,0.6684931506849315
Smiths Medical,Senior Manager - Global Products and Product Line Engineering,2019-05,2020-12,INACTIVE,Information Technology,Senior,73,7,1.5890410958904109
Smiths Medical,Senior Global Product Manager,2012-01,2019-05,INACTIVE,Project Management,Senior,73,7,7.3342465753424655
Galmaz Biotech,Director of North American Operations,2009-09,2012-02,INACTIVE,Other,Director,73,7,2.419178082191781
LMA North America,Product Manager,2008-01,2009-09,INACTIVE,Project Management,Professional,73,7,1.6684931506849314
Augustine Biomedical & Design,Director of Marketing,2004-12,2007-06,INACTIVE,Marketing,Director,73,7,2.4986301369863013
Children's Wisconsin,Executive Director of Therapies and Developmental Services,2024-10,2025-12,ACTIVE,Other,Director,74,4,1.167123287671233
Children's Wisconsin,Director of Therapy and Developmental Services,2020-03,2024-10,INACTIVE,Other,Director,74,4,4.589041095890411
Children's Wisconsin,Speech-Language Pathologist,2004-08,2024-10,INACTIVE,Other,Professional,74,4,20.18082191780822
Children's Wisconsin,Ambulatory Manager,2017-07,2020-03,INACTIVE,Other,Lead,74,4,2.6684931506849314
7LYTIX,Technical Product Developer & Data Scientist,2020-07,2025-01,INACTIVE,Information Technology,Professional,75,4,4.506849315068493
Software Competence Center Hagenberg GmbH,Junior Data Scientist,2019-08,2019-09,INACTIVE,Information Technology,Junior,75,4,0.08493150684931507
Studio Mitte Digital Media GmbH,Junior Web Developer,2017-10,2018-09,INACTIVE,Information Technology,Junior,75,4,0.9178082191780822
Web2Asia,IT Intern,2016-08,2016-11,INACTIVE,Information Technology,Junior,75,4,0.25205479452054796
Axians NEO Solutions & Technology GmbH,Projektmanager,2025-01,2025-12,ACTIVE,Project Management,Professional,76,9,0.915068493150685
Axians Digital Business Solutions GmbH,Projektmanager,2019-07,2024-12,INACTIVE,Project Management,Professional,76,9,5.424657534246576
msg,Teamleiter CRM,2011-01,2019-06,INACTIVE,Sales,Lead,76,9,8.419178082191781
NEO Business Partners GmbH,"Projektmanagement, Senior Berater",2005-10,2010-12,INACTIVE,Consulting,Senior,76,9,5.16986301369863
INFO AG,Senior Berater,2004-11,2005-09,INACTIVE,Consulting,Senior,76,9,0.8328767123287671
LogicaCMG Gmbh & Co. KG,Berater,2000-05,2004-10,INACTIVE,Consulting,Professional,76,9,4.421917808219178
Interschalt,Vertriebsingenieur,1999-04,2000-04,INACTIVE,Sales,Professional,76,9,1.0027397260273974
"Siemens Nixdorf Information Systems, Inc.",Trainee,1998-08,1999-03,INACTIVE,Other,Junior,76,9,0.5808219178082191
Handwerkskammer Hamburg,Wissenschaftlicher Mitarbeiter,1995-08,1998-07,INACTIVE,Other,Professional,76,9,2.9178082191780823
Körber Technologies,Project Engineer Process Technology - Future Farming,2024-07,2025-12,ACTIVE,Information Technology,Professional,77,5,1.4191780821917808
Körber Technologies,Project Engineer Process Technology - Technical Sales,2023-06,2024-06,INACTIVE,Sales,Professional,77,5,1.0027397260273974
Körber Technologies,LEAN Manager and Change Moderator,2022-02,2023-06,INACTIVE,Project Management,Lead,77,5,1.3287671232876712
Körber Technologies,Project Manager - Engineering - Customer Satisfaction Management,2018-10,2022-01,INACTIVE,Project Management,Professional,77,5,3.254794520547945
Körber Technologies,Project Engineer Process Technology - Technical Sales Primary,2013-06,2018-10,INACTIVE,Sales,Professional,77,5,5.336986301369863
SOR Eğitim Danışmanlık,Kurucu Ortak,2021-12,2025-12,ACTIVE,Other,Management,78,7,4.002739726027397
Serbest çalışan,Danışmanlık,2017-01,2025-12,ACTIVE,Consulting,Professional,78,7,8.92054794520548
Ziylan Group,Perakende Grup Başkanı,2010-08,2016-10,INACTIVE,Other,Director,78,7,6.1726027397260275
Divarese / Boyner Holding,Genel Müdür,2006-01,2010-05,INACTIVE,Other,Director,78,7,4.331506849315068
Boyner Büyük Mağazacılık A.Ş.,Genel Müdür Yardımcısı,2000-01,2006-12,INACTIVE,Other,Director,78,7,6.920547945205479
Alboy / Boyner Holding,Satış Pazarlama Koordinatörü,1989-01,1999-12,INACTIVE,Marketing,Lead,78,7,10.92054794520548
Tiffany&Tomato,Genel Müdür,1974-01,1988-12,INACTIVE,Other,Director,78,7,14.926027397260274
Cranfield University School of Management,Digital Marketing Manager,2008-06,2025-12,ACTIVE,Marketing,Professional,79,6,17.512328767123286
rightmove.co.uk,E-marketing Manager,2007-07,2008-05,INACTIVE,Marketing,Professional,79,6,0.8356164383561644
SpaFinder,Web Master,2006-05,2007-06,INACTIVE,Information Technology,Professional,79,6,1.084931506849315
Tickets.com,Internet Services Manager,2001-01,2006-05,INACTIVE,Information Technology,Professional,79,6,5.331506849315068
Tickets.com,Purchaser,2001-01,2002-09,INACTIVE,Purchasing,Professional,79,6,1.6657534246575343
Wang Global (formerly Olsy / Olivetti),Promotion - Project Co-ordinator,1998-09,2000-12,INACTIVE,Project Management,Lead,79,6,2.252054794520548
"Bureau Maaiveld, het breed inzetbare bureau voor ontwikkeling",Eigenaar,2015-01,2025-12,ACTIVE,Other,Management,80,16,10.923287671232877
Theatergroep Maaistoff,Theatermaker,2017-04,2025-12,ACTIVE,Other,Professional,80,16,8.673972602739726
Het Betere Goede Gesprek,Trainer/coach,2017-06,2025-12,ACTIVE,Project Management,Professional,80,16,8.506849315068493
Dubbel E Acteerservice B.V.: voor Echte Trainingsacteurs,Trainingsacteur en trainer,2019-01,2025-12,ACTIVE,Consulting,Professional,80,16,6.920547945205479
Ministerie van Justitie en Veiligheid - NIFP,Co trainer/trainingsacteur,2006-08,2025-12,ACTIVE,Other,Professional,80,16,19.34794520547945
Theater A la Carte,Acteur en theatermaker,2015-01,2025-12,ACTIVE,Other,Professional,80,16,10.923287671232877
Theater A la Carte,Theatermaker en acteur,1997-01,2014-12,INACTIVE,Other,Professional,80,16,17.926027397260274
Hogeschool Utrecht,Trainer/docent,2019-09,2025-12,ACTIVE,Human Resources,Professional,80,16,6.254794520547946
Diverse opdrachtgevers,"Freelance acteur, regisseur en scriptschrijver",1995-01,2025-12,ACTIVE,Other,Professional,80,16,30.936986301369863
Succesvol tot én met Pensioen,Trainer,2022-01,2025-01,INACTIVE,Human Resources,Professional,80,16,3.0027397260273974
NSPOH (Netherlands School of Public & Occupational Health),Trainer en trainingsacteur,2016-10,2023-10,INACTIVE,Human Resources,Professional,80,16,7.002739726027397
Reframe advies en training,Traingsacteur en trainer,2019-10,2022-08,INACTIVE,Other,Professional,80,16,2.835616438356164
FNV,Loopbaanconsulent,2016-09,2020-01,INACTIVE,Human Resources,Professional,80,16,3.334246575342466
BOL training en advies,Trainer communicatieve vaardigeheden,2017-01,2018-02,INACTIVE,Consulting,Professional,80,16,1.084931506849315
Kindertheater A la Carte,Theatermaker,1999-01,2015-07,INACTIVE,Other,Professional,80,16,16.506849315068493
Stadsavonturen,Regisseur en scriptschrijver,1998-01,2000-01,INACTIVE,Other,Professional,80,16,2.0
Byldis,Procurement Manager Strategische Inkoop,2024-02,2025-12,ACTIVE,Purchasing,Professional,81,9,1.832876712328767
Byldis,Strategisch inkoper,2024-02,2025-12,ACTIVE,Purchasing,Professional,81,9,1.832876712328767
VAN RAAK STAAL,Product-/ Inkoopmanager bij Van Raak Staal,2022-06,2024-02,INACTIVE,Purchasing,Lead,81,9,1.6712328767123288
HEK - Installatie Maatschappij H.Ek B.V. - hekinstallaties,Strategische inkoper,2022-02,2022-06,INACTIVE,Purchasing,Professional,81,9,0.3287671232876712
Würth Nederland,Inkoper,2018-05,2022-02,INACTIVE,Purchasing,Professional,81,9,3.758904109589041
De Arend - Horeca en Project meubilair,Inkoper,2017-07,2018-04,INACTIVE,Purchasing,Professional,81,9,0.7506849315068493
Baustoff + Metall Nederland B.V.,Inkoopmanager,2012-04,2017-06,INACTIVE,Purchasing,Lead,81,9,5.16986301369863
Raab Karcher,Inkoper,2010-01,2012-03,INACTIVE,Purchasing,Professional,81,9,2.164383561643836
Raab Karcher,Commercieel medewerker verkoop,2007-04,2010-01,INACTIVE,Sales,Professional,81,9,2.756164383561644
audibene GmbH,Conversion Rate Optimization Manager,2015-07,2018-08,INACTIVE,Marketing,Professional,82,1,3.0876712328767124
Rüdisühli Rechtsanwälte Part mbB,Partner,2019-07,2025-12,ACTIVE,Business Development,Management,83,3,6.424657534246576
Rüdisühli Rechtsanwälte,Rechtsanwalt,2015-07,2019-06,INACTIVE,Other,Professional,83,3,3.9205479452054797
Land Baden-Württemberg,Rechtsreferendar,2013-01,2015-01,INACTIVE,Other,Professional,83,3,2.0
Naval Sea Systems Command (NAVSEA) SUPSHIP San Diego,Lead Naval Architect,2024-11,2025-12,ACTIVE,Other,Lead,84,7,1.082191780821918
Sayres & Associates,Senior Waterfront Engineer,2023-08,2024-11,INACTIVE,Information Technology,Senior,84,7,1.2547945205479452
Vigor Works,Structural Project Engineer 2,2021-12,2023-08,INACTIVE,Project Management,Professional,84,7,1.6657534246575343
"SAFE Boats International, LLC",Marine Designer,2021-01,2021-12,INACTIVE,Other,Professional,84,7,0.915068493150685
General Dynamics NASSCO,Hull Structures Engineer 2,2014-02,2021-01,INACTIVE,Information Technology,Professional,84,7,6.920547945205479
"YANK MARINE SERVICES, LLC",Naval Architect,2013-05,2014-01,INACTIVE,Other,Professional,84,7,0.6712328767123288
Sunset Pier Restaurant,Lead Cook,2006-05,2013-09,INACTIVE,Other,Lead,84,7,7.342465753424658
Nidec Control Techniques,Inside Sales,1988-08,2025-12,ACTIVE,Sales,Professional,85,1,37.35890410958904
"Detlef Meyer ""DM108.de - LEH Vertrieb""",Key-Account-Manager,2020-08,2025-12,ACTIVE,Sales,Professional,86,6,5.336986301369863
ExaClair GmbH,Bereichsleiter,2013-05,2020-08,INACTIVE,Other,Lead,86,6,7.257534246575342
Go-Paper GmbH,Geschäfts- und Vertriebsleiter,2010-11,2013-01,INACTIVE,Sales,Lead,86,6,2.16986301369863
Hamelin Paperbrands GmbH,Vertriebsleiter MTC,2008-06,2010-10,INACTIVE,Sales,Lead,86,6,2.334246575342466
QUARTO GmbH,Vertriebsleiter,2000-07,2008-06,INACTIVE,Sales,Lead,86,6,7.923287671232877
Landre GMBH,Verkaufsleiter,2000-07,2008-06,INACTIVE,Sales,Lead,86,6,7.923287671232877
University,Dr.,2023-01,2025-12,ACTIVE,Other,Professional,87,1,2.9178082191780823
TELAIR,Ingenieur,2023-01,2025-12,ACTIVE,Information Technology,Professional,88,1,2.9178082191780823
s h e d,Managing Director,2011-11,2025-12,ACTIVE,Other,Management,89,3,14.093150684931507
AECOM/Faber Maunsell,Regional Director,2004-07,2011-11,INACTIVE,Other,Director,89,3,7.33972602739726
Buro Happold,Engineer,2002-01,2004-07,INACTIVE,Information Technology,Professional,89,3,2.4986301369863013
Paul Schockemöhle Logistics GmbH & Co. KG,Berufskraftfahrer,2009-02,2025-12,ACTIVE,Other,Professional,90,1,16.84109589041096
HEINZ-GLAS Produktion GmbH & Co KGaA,Head of Glass Technology,2013-01,2025-12,ACTIVE,Other,Lead,91,5,12.923287671232877
HEINZ-GLAS,Stellvertretender Leiter Wannentechnik,2007-01,2013-02,INACTIVE,Other,Lead,91,5,6.090410958904109
HEINZ-GLAS,Wannenmeister,2002-01,2006-01,INACTIVE,Other,Professional,91,5,4.002739726027397
HEINZ-GLAS,Joint Venture Indonesien,1999-01,2000-01,INACTIVE,Other,Professional,91,5,1.0
HEINZ-GLAS,Maschinenführer,1996-01,1999-01,INACTIVE,Other,Professional,91,5,3.0027397260273974
